Plot;Harvest;Row ;Column ;Family;DMY
1357;2;12;17;133F;2565.22
1356;2;12;18;28_H;2613.04
1355;2;12;19;29_H;4097.83
1354;2;12;20;FL99;5147.4
1353;2;12;21;128F;4456.52
1352;2;12;22;7F;2619.57
1351;2;12;23;64F;1286.96
1350;2;12;24;130F;3700
1349;2;12;25;9F;6299.58
1348;2;12;26;105F;3106.52
1347;2;12;27;B_805;3678.26
1346;2;12;28;33_H;5822.25
1345;2;12;29;12_H;3417.39
1344;2;12;30;11_H;2295.65
1343;2;12;31;120F;6637.84
1510;2;12;32;C;NA
1374;2;13;1;146F;1847.83
1375;2;13;2;100F;2556.52
1376;2;13;3;86F;3328.26
1377;2;13;4;14F;2473.91
1378;2;13;5;23F;3536.96
1379;2;13;6;59F;1304.35
1380;2;13;7;FL99;5089.54
1381;2;13;8;2_H;2439.13
1382;2;13;9;19_H;2800
1383;2;13;10;132F;1778.26
1384;2;13;11;4_H;1641.3
1385;2;13;12;UF2015;3702.17
1386;2;13;13;13F;4043.48
1387;2;13;14;67F;1904.35
1388;2;13;15;84F;1836.96
1389;2;13;16;136F;2682.61
1390;2;13;17;98F;3336.96
1391;2;13;18;52F;2771.74
1392;2;13;19;26F;2065.22
1393;2;13;20;6_H;1808.7
1394;2;13;21;32_H;2065.22
1395;2;13;22;41F;2923.91
1396;2;13;23;111F;3947.83
1397;2;13;24;22_H;4063.04
1398;2;13;25;20_H;5363.59
1399;2;13;26;81F;1836.96
1400;2;13;27;23F;2704.35
1401;2;13;28;144F;3684.78
1402;2;13;29;B_805;3815.22
1403;2;13;30;87F;4276.09
1404;2;13;31;3_H;3782.61
1511;2;13;32;C;NA
1435;2;14;1;76F;2810.87
1434;2;14;2;20F;1769.57
1433;2;14;3;36F;1413.04
1432;2;14;4;139F;3941.3
1431;2;14;5;33F;5436.89
1430;2;14;6;25_H;3034.78
1429;2;14;7;116F;2397.83
1428;2;14;8;58F;3930.43
1427;2;14;9;14_H;2778.26
1426;2;14;10;57F;2617.39
1425;2;14;11;3_H;1608.7
1424;2;14;12;9_H;2113.04
1423;2;14;13;138F;2413.04
1422;2;14;14;70F;984.78
1421;2;14;15;16F;1545.65
1420;2;14;16;93F;2856.52
1419;2;14;17;13_H;2834.78
1418;2;14;18;UF2015;4692.89
1417;2;14;19;11F;6505.33
1416;2;14;20;12F;5868.81
1415;2;14;21;27_H;6470.25
1414;2;14;22;24_H;5587.84
1413;2;14;23;126F;6352.68
1412;2;14;24;31_H;6320.23
1411;2;14;25;B_805;7071.73
1410;2;14;26;16_H;6445.28
1409;2;14;27;15F;5174.44
1408;2;14;28;23_H;5368.24
1407;2;14;29;22F;6816.58
1406;2;14;30;28_H;7726.94
1405;2;14;31;FL99;9532.2
1512;2;14;32;C;NA
1001;3;1;1;4F;3386.96
1002;3;1;2;123F;2450
1003;3;1;3;UF2015;2202.17
1004;3;1;4;10F;2404.35
1005;3;1;5;42F;4943.48
1006;3;1;6;99F;2910.87
1007;3;1;7;9F;3163.04
1008;3;1;8;25F;3191.3
1009;3;1;9;46F;2954.35
1010;3;1;10;6_H;2286.96
1011;3;1;11;66F;1767.39
1012;3;1;12;113F;1376.09
1013;3;1;13;110F;2297.83
1014;3;1;14;145F;802.17
1015;3;1;15;32F;1408.7
1016;3;1;16;B_805;2802.17
1017;3;1;17;4_H;2267.39
1018;3;1;18;33_H;3071.74
1019;3;1;19;74F;1769.57
1020;3;1;20;26_H;1652.17
1021;3;1;21;30F;1910.87
1022;3;1;22;34_H;1604.35
1023;3;1;23;3F;2047.83
1024;3;1;24;121F;3304.35
1025;3;1;25;15_H;3271.74
1026;3;1;26;112F;2491.3
1027;3;1;27;FL99;2150
1028;3;1;28;83F;2684.78
1500;3;1;29;C;NA
1029;3;1;30;14_H;2956.52
1030;3;1;31;84F;3076.09
1031;3;1;32;20F;1126.09
1062;3;2;1;21F;1704.35
1061;3;2;2;120F;2004.35
1060;3;2;3;125F;1717.39
1059;3;2;4;64F;2184.78
1058;3;2;5;17_H;2780.43
1057;3;2;6;80F;2689.13
1056;3;2;7;78F;2841.3
1055;3;2;8;102F;1854.35
1054;3;2;9;B_805;2880.43
1053;3;2;10;12_H;1993.48
1052;3;2;11;114F;1971.74
1051;3;2;12;30_H;3223.91
1050;3;2;13;22F;1686.96
1049;3;2;14;97F;2165.22
1048;3;2;15;134F;2432.61
1047;3;2;16;144F;2710.87
1046;3;2;17;FL99;1745.65
1045;3;2;18;5F;2280.43
1044;3;2;19;138F;2469.57
1043;3;2;20;7F;858.7
1042;3;2;21;UF2015;2489.13
1041;3;2;22;53F;1304.35
1040;3;2;23;8_H;2950
1039;3;2;24;14F;1989.13
1038;3;2;25;107F;1397.83
1037;3;2;26;82F;984.78
1036;3;2;27;75F;1804.35
1035;3;2;28;94F;3447.83
1501;3;2;29;C;NA
1034;3;2;30;5_H;3456.52
1033;3;2;31;35F;1686.96
1032;3;2;32;149F;4715.22
1063;3;3;1;1F;3956.52
1064;3;3;2;FL99;2043.48
1065;3;3;3;24_H;2958.7
1066;3;3;4;72F;2421.74
1067;3;3;5;92F;3534.78
1068;3;3;6;141F;2413.04
1069;3;3;7;60F;2339.13
1070;3;3;8;117F;4052.17
1071;3;3;9;49F;2658.7
1072;3;3;10;1_H;2904.35
1073;3;3;11;109F;1673.91
1074;3;3;12;81F;2200
1075;3;3;13;11_H;1426.09
1076;3;3;14;62F;1454.35
1077;3;3;15;36_H;2089.13
1078;3;3;16;44F;2256.52
1079;3;3;17;31_H;3493.48
1080;3;3;18;54F;3356.52
1081;3;3;19;86F;3839.13
1082;3;3;20;15F;4889.13
1083;3;3;21;98F;3206.52
1084;3;3;22;108F;3260.87
1085;3;3;23;76F;5489.13
1086;3;3;24;18_H;1256.52
1087;3;3;25;B_805;4365.22
1088;3;3;26;8F;2834.78
1089;3;3;27;31F;1297.83
1090;3;3;28;40F;1745.65
1091;3;3;29;130F;2326.09
1502;3;3;30;C;NA
1092;3;3;31;UF2015;3834.78
1093;3;3;32;53F;2560.87
1124;3;4;1;22_H;3519.57
1123;3;4;2;106F;4341.3
1122;3;4;3;82F;3260.87
1121;3;4;4;140F;2971.74
1120;3;4;5;124F;2413.04
1119;3;4;6;30_H;3732.61
1118;3;4;7;2F;2650
1117;3;4;8;101F;1941.3
1116;3;4;9;UF2015;2093.48
1115;3;4;10;63F;2004.35
1114;3;4;11;24F;2791.3
1113;3;4;12;8F;3047.83
1112;3;4;13;FL99;3510.87
1111;3;4;14;33F;3804.35
1110;3;4;15;149F;4563.04
1109;3;4;16;71F;3115.22
1108;3;4;17;29F;4152.17
1107;3;4;18;135F;3413.04
1106;3;4;19;20_H;2767.39
1105;3;4;20;113F;2239.13
1104;3;4;21;6F;2154.35
1103;3;4;22;70F;2467.39
1102;3;4;23;B_805;3478.26
1101;3;4;24;23F;4436.96
1100;3;4;25;7_H;2308.7
1099;3;4;26;90F;4369.57
1098;3;4;27;140F;2791.3
1097;3;4;28;146F;2510.87
1096;3;4;29;4F;3419.57
1503;3;4;30;C;NA
1095;3;4;31;35_H;1830.43
1094;3;4;32;38F;1971.74
1125;3;5;1;26_H;4623.19
1126;3;5;2;87F;3493.48
1127;3;5;3;48F;2504.35
1128;3;5;4;33_H;2956.52
1129;3;5;5;98F;3552.21
1130;3;5;6;B_805;2654.35
1131;3;5;7;34F;1910.87
1132;3;5;8;137F;3069.57
1133;3;5;9;17F;3317.39
1134;3;5;10;28F;2504.35
1135;3;5;11;85F;1830.43
1136;3;5;12;25_H;2469.57
1137;3;5;13;132F;2836.96
1138;3;5;14;4_H;2615.22
1139;3;5;15;148F;3613.04
1140;3;5;16;21_H;2336.96
1141;3;5;17;UF2015;3395.65
1142;3;5;18;105F;4208.7
1143;3;5;19;59F;2597.83
1144;3;5;20;136F;2584.78
1145;3;5;21;48F;2689.13
1146;3;5;22;49F;4069.57
1147;3;5;23;55F;3704.35
1148;3;5;24;11F;4456.52
1149;3;5;25;60F;3267.39
1150;3;5;26;16F;4076.09
1151;3;5;27;72F;2695.65
1152;3;5;28;FL99;3173.91
1153;3;5;29;56F;2508.7
1504;3;5;30;C;NA
1154;3;5;31;88F;1965.22
1155;3;5;32;148F;2778.26
1186;3;6;1;7F;4782.61
1185;3;6;2;93F;4513.04
1184;3;6;3;5_H;4663.04
1183;3;6;4;56F;3643.48
1182;3;6;5;54F;4213.04
1181;3;6;6;121F;3619.57
1180;3;6;7;83F;4210.87
1179;3;6;8;35F;2271.74
1178;3;6;9;27_H;3504.35
1177;3;6;10;96F;2854.35
1176;3;6;11;29_H;3693.48
1175;3;6;12;146F;4373.91
1174;3;6;13;24_H;2558.7
1173;3;6;14;B_805;4200
1172;3;6;15;22_H;3173.91
1171;3;6;16;35_H;2665.22
1170;3;6;17;115F;2389.13
1169;3;6;18;14_H;4636.96
1168;3;6;19;17_H;4966.03
1167;3;6;20;13_H;3643.48
1166;3;6;21;36F;1747.83
1165;3;6;22;99F;5523.88
1164;3;6;23;87F;4308.7
1163;3;6;24;124F;3460.87
1162;3;6;25;UF2015;3900
1161;3;6;26;19_H;4923.71
1160;3;6;27;25_H;3480.43
1159;3;6;28;73F;3271.74
1158;3;6;29;131F;3958.7
1157;3;6;30;47F;4036.96
1505;3;6;31;C;NA
1156;3;6;32;41F;1800
1187;3;7;1;44F;3410.87
1188;3;7;2;6_H;2850
1189;3;7;3;129F;1867.39
1190;3;7;4;8F;3017.39
1191;3;7;5;16F;3369.57
1192;3;7;6;9_H;2521.74
1193;3;7;7;136F;3069.57
1194;3;7;8;18F;2523.91
1195;3;7;9;69F;2539.13
1196;3;7;10;FL99;2708.7
1197;3;7;11;14F;2497.83
1198;3;7;12;28_H;3417.39
1199;3;7;13;67F;3543.48
1200;3;7;14;122F;1410.87
1201;3;7;15;58F;2193.48
1202;3;7;16;129F;1841.3
1203;3;7;17;3_H;2513.04
1204;3;7;18;89F;2558.7
1205;3;7;19;8_H;3739.13
1206;3;7;20;43F;2900
1207;3;7;21;51F;2884.78
1208;3;7;22;UF2015;2743.48
1209;3;7;23;1_H;3052.17
1210;3;7;24;61F;2769.57
1211;3;7;25;42F;4709.18
1212;3;7;26;63F;1610.87
1213;3;7;27;B_805;3236.96
1214;3;7;28;58F;4100
1215;3;7;29;137F;2593.48
1216;3;7;30;103F;2969.57
1506;3;7;31;C;NA
1217;3;7;32;79F;3823.91
1248;3;8;1;5F;3989.13
1247;3;8;2;127F;3043.48
1246;3;8;3;15F;3680.43
1245;3;8;4;31_H;3597.83
1244;3;8;5;65F;1997.83
1243;3;8;6;130F;3158.7
1242;3;8;7;11F;3534.78
1241;3;8;8;B_805;3413.04
1240;3;8;9;13_H;3391.3
1239;3;8;10;15_H;3534.78
1238;3;8;11;20F;2906.52
1237;3;8;12;128F;3408.7
1236;3;8;13;81F;2873.91
1235;3;8;14;123F;2643.48
1234;3;8;15;UF2015;4965.7
1233;3;8;16;27_H;4378.26
1232;3;8;17;19_H;4182.81
1231;3;8;18;116F;2976.09
1230;3;8;19;FL99;3265.22
1229;3;8;20;34_H;3326.09
1228;3;8;21;17F;4733.47
1227;3;8;22;91F;2623.91
1226;3;8;23;19F;2321.74
1225;3;8;24;32F;3484.78
1224;3;8;25;102F;3413.04
1223;3;8;26;15_H;3336.96
1222;3;8;27;24F;3567.39
1221;3;8;28;37F;3830.43
1220;3;8;29;21_H;3323.91
1219;3;8;30;32_H;3745.65
1507;3;8;31;C;NA
1218;3;8;32;18F;5093.63
1249;3;9;1;FL99;3363.04
1250;3;9;2;70F;3002.17
1251;3;9;3;95F;2854.35
1252;3;9;4;36_H;2302.17
1253;3;9;5;30F;2217.39
1254;3;9;6;24F;2745.65
1255;3;9;7;47F;1780.43
1256;3;9;8;20_H;3117.39
1257;3;9;9;145F;2030.43
1258;3;9;10;31F;1606.52
1259;3;9;11;16_H;3508.7
1260;3;9;12;23_H;2843.48
1261;3;9;13;76F;3721.74
1262;3;9;14;18_H;2091.3
1263;3;9;15;27F;2721.74
1264;3;9;16;75F;2043.48
1265;3;9;17;2F;2689.13
1266;3;9;18;113F;3043.48
1267;3;9;19;83F;3767.39
1268;3;9;20;4F;3195.65
1269;3;9;21;80F;3217.39
1270;3;9;22;9_H;4651.42
1271;3;9;23;62F;2484.78
1272;3;9;24;134F;4624.04
1273;3;9;25;30_H;4689.79
1274;3;9;26;106F;4290.53
1275;3;9;27;5F;2947.83
1276;3;9;28;16_H;4563.31
1277;3;9;29;B_805;4222.79
1278;3;9;30;127F;3306.52
1508;3;9;31;C;NA
1279;3;9;32;13F;5615.11
1311;3;10;1;78F;2380.43
1310;3;10;2;109F;2619.57
1309;3;10;3;21_H;1667.39
1308;3;10;4;135F;2302.17
1307;3;10;5;B_805;2406.52
1306;3;10;6;11_H;2402.17
1305;3;10;7;32_H;2145.65
1304;3;10;8;35_H;3465.22
1303;3;10;9;50F;2808.7
1302;3;10;10;17_H;4217.02
1301;3;10;11;60F;3897.83
1300;3;10;12;107F;2623.91
1299;3;10;13;66F;3945.65
1298;3;10;14;25F;3873.96
1297;3;10;15;99F;4320.99
1296;3;10;16;149F;5290.13
1295;3;10;17;96F;3989.13
1294;3;10;18;140F;3908.7
1293;3;10;19;126F;3749.15
1292;3;10;20;141F;4215.27
1291;3;10;21;33F;5160.73
1290;3;10;22;119F;3934.78
1289;3;10;23;133F;3926.28
1288;3;10;24;FL99;3840.43
1287;3;10;25;114F;4785.79
1286;3;10;26;UF2015;2747.83
1285;3;10;27;121F;4487.51
1284;3;10;28;118F;3259.02
1283;3;10;29;23_H;3741.3
1282;3;10;30;36_H;4038.71
1281;3;10;31;135F;4168.34
1280;3;10;32;10F;4154.74
1312;3;11;1;6F;3006.52
1313;3;11;2;101F;1160.87
1314;3;11;3;28F;3550
1315;3;11;4;37F;3186.96
1316;3;11;5;17F;4050
1317;3;11;6;115F;3857.48
1318;3;11;7;32F;3565.22
1319;3;11;8;88F;3239.13
1320;3;11;9;105F;3452.17
1321;3;11;10;97F;3973.91
1322;3;11;11;UF2015;3778.44
1323;3;11;12;42F;4299.01
1324;3;11;13;120F;2293.48
1325;3;11;14;1_H;3663.04
1326;3;11;15;40F;1234.78
1327;3;11;16;12_H;3460.87
1328;3;11;17;B_805;3376.09
1329;3;11;18;101F;2928.26
1330;3;11;19;137F;2854.35
1331;3;11;20;104F;2934.78
1332;3;11;21;78F;2869.57
1333;3;11;22;7_H;3293.48
1334;3;11;23;26_H;3217.39
1335;3;11;24;123F;3600
1336;3;11;25;68F;2869.57
1337;3;11;26;25F;4382.18
1338;3;11;27;66F;3817.39
1339;3;11;28;21F;3885.69
1340;3;11;29;65F;4768.61
1341;3;11;30;FL99;3880.07
1342;3;11;31;125F;4685.42
1509;3;11;32;C;NA
1373;3;12;1;148F;3639.13
1372;3;12;2;91F;2156.52
1371;3;12;3;134F;4405.87
1370;3;12;4;UF2015;3479.82
1369;3;12;5;89F;2743.48
1368;3;12;6;18F;3729.59
1367;3;12;7;10F;2597.83
1366;3;12;8;3F;2573.91
1365;3;12;9;131F;2826.09
1364;3;12;10;34_H;2869.57
1363;3;12;11;8_H;3788.89
1362;3;12;12;82F;2310.87
1361;3;12;13;147F;2434.78
1360;3;12;14;2_H;2604.35
1359;3;12;15;49F;3358.7
1358;3;12;16;FL99;3043.48
1357;3;12;17;133F;3093.48
1356;3;12;18;28_H;2876.09
1355;3;12;19;29_H;3938.64
1354;3;12;20;FL99;4843.82
1353;3;12;21;128F;4110.73
1352;3;12;22;7F;2500
1351;3;12;23;64F;1467.39
1350;3;12;24;130F;2691.3
1349;3;12;25;9F;5948.85
1348;3;12;26;105F;4106.17
1347;3;12;27;B_805;4886.47
1346;3;12;28;33_H;6077.27
1345;3;12;29;12_H;3951.94
1344;3;12;30;11_H;2565.22
1343;3;12;31;120F;4104.97
1510;3;12;32;C;NA
1374;3;13;1;146F;4215.44
1375;3;13;2;100F;2943.48
1376;3;13;3;86F;2508.7
1377;3;13;4;14F;4011.88
1378;3;13;5;23F;4798.93
1379;3;13;6;59F;1878.26
1380;3;13;7;FL99;3852.41
1381;3;13;8;2_H;2580.43
1382;3;13;9;19_H;3670.08
1383;3;13;10;132F;3093.48
1384;3;13;11;4_H;3130.43
1385;3;13;12;UF2015;4044.23
1386;3;13;13;13F;6174.88
1387;3;13;14;67F;2347.83
1388;3;13;15;84F;3797.55
1389;3;13;16;136F;3441.51
1390;3;13;17;98F;3893.14
1391;3;13;18;52F;3794.15
1392;3;13;19;26F;2843.48
1393;3;13;20;6_H;2532.61
1394;3;13;21;32_H;3423.53
1395;3;13;22;41F;3677.24
1396;3;13;23;111F;4722.74
1397;3;13;24;22_H;5207.63
1398;3;13;25;20_H;5213.68
1399;3;13;26;81F;2639.13
1400;3;13;27;23F;4114.25
1401;3;13;28;144F;4502.56
1402;3;13;29;B_805;4039.16
1403;3;13;30;87F;3682.53
1404;3;13;31;3_H;2317.39
1511;3;13;32;C;NA
1435;3;14;1;76F;3345.65
1434;3;14;2;20F;2015.22
1433;3;14;3;36F;1117.39
1432;3;14;4;139F;3680.43
1431;3;14;5;33F;2217.39
1430;3;14;6;25_H;2328.26
1429;3;14;7;116F;2969.57
1428;3;14;8;58F;3968.24
1427;3;14;9;14_H;3104.35
1426;3;14;10;57F;2908.7
1425;3;14;11;3_H;3034.78
1424;3;14;12;9_H;3343.48
1423;3;14;13;138F;3019.57
1422;3;14;14;70F;2550
1421;3;14;15;16F;2691.3
1420;3;14;16;93F;3271.74
1419;3;14;17;13_H;2628.26
1418;3;14;18;UF2015;4052.3
1417;3;14;19;11F;4217.56
1416;3;14;20;12F;3735.68
1415;3;14;21;27_H;4541.65
1414;3;14;22;24_H;4021.9
1413;3;14;23;126F;4365.28
1412;3;14;24;31_H;4175.05
1411;3;14;25;B_805;4779.21
1410;3;14;26;16_H;4806.47
1409;3;14;27;15F;4712.05
1408;3;14;28;23_H;4501.97
1407;3;14;29;22F;4158.67
1406;3;14;30;28_H;5767.28
1405;3;14;31;FL99;3948.73
1512;3;14;32;C;NA
1001;4;1;1;4F;2043.48
1002;4;1;2;123F;2043.48
1003;4;1;3;UF2015;2043.48
1004;4;1;4;10F;1608.7
1005;4;1;5;42F;3608.7
1006;4;1;6;99F;1608.7
1007;4;1;7;9F;1478.26
1008;4;1;8;25F;2652.17
1009;4;1;9;46F;2391.3
1010;4;1;10;6_H;1565.22
1011;4;1;11;66F;1956.52
1012;4;1;12;113F;1043.48
1013;4;1;13;110F;1521.74
1014;4;1;14;145F;695.65
1015;4;1;15;32F;1260.87
1016;4;1;16;B_805;2434.78
1017;4;1;17;4_H;1217.39
1018;4;1;18;33_H;2391.3
1019;4;1;19;74F;1391.3
1020;4;1;20;26_H;2391.3
1021;4;1;21;30F;1739.13
1022;4;1;22;34_H;1478.26
1023;4;1;23;3F;1347.83
1024;4;1;24;121F;2652.17
1025;4;1;25;15_H;3043.48
1026;4;1;26;112F;1826.09
1027;4;1;27;FL99;3043.48
1028;4;1;28;83F;2739.13
1500;4;1;29;C;NA
1029;4;1;30;14_H;2782.61
1030;4;1;31;84F;3130.43
1031;4;1;32;20F;3000
1062;4;2;1;21F;608.7
1061;4;2;2;120F;1391.3
1060;4;2;3;125F;1260.87
1059;4;2;4;64F;2130.43
1058;4;2;5;17_H;2000
1057;4;2;6;80F;2478.26
1056;4;2;7;78F;2217.39
1055;4;2;8;102F;1260.87
1054;4;2;9;B_805;2695.65
1053;4;2;10;12_H;2130.43
1052;4;2;11;114F;2130.43
1051;4;2;12;30_H;3565.22
1050;4;2;13;22F;1478.26
1049;4;2;14;97F;1521.74
1048;4;2;15;134F;2478.26
1047;4;2;16;144F;3043.48
1046;4;2;17;FL99;1608.7
1045;4;2;18;5F;2086.96
1044;4;2;19;138F;3086.96
1043;4;2;20;7F;608.7
1042;4;2;21;UF2015;2521.74
1041;4;2;22;53F;1391.3
1040;4;2;23;8_H;2347.83
1039;4;2;24;14F;2086.96
1038;4;2;25;107F;1260.87
1037;4;2;26;82F;956.52
1036;4;2;27;75F;1521.74
1035;4;2;28;94F;3130.43
1501;4;2;29;C;NA
1034;4;2;30;5_H;3130.43
1033;4;2;31;35F;2000
1032;4;2;32;149F;4391.3
1063;4;3;1;1F;3217.39
1064;4;3;2;FL99;1956.52
1065;4;3;3;24_H;2608.7
1066;4;3;4;72F;2304.35
1067;4;3;5;92F;3086.96
1068;4;3;6;141F;2739.13
1069;4;3;7;60F;2695.65
1070;4;3;8;117F;3130.43
1071;4;3;9;49F;1739.13
1072;4;3;10;1_H;2347.83
1073;4;3;11;109F;1869.57
1074;4;3;12;81F;2260.87
1075;4;3;13;11_H;1652.17
1076;4;3;14;62F;1695.65
1077;4;3;15;36_H;2000
1078;4;3;16;44F;2652.17
1079;4;3;17;31_H;3521.74
1080;4;3;18;54F;3782.61
1081;4;3;19;86F;3869.57
1082;4;3;20;15F;3913.04
1083;4;3;21;98F;3826.09
1084;4;3;22;108F;3913.04
1085;4;3;23;76F;5866.11
1086;4;3;24;18_H;2260.87
1087;4;3;25;B_805;7235.44
1088;4;3;26;8F;3565.22
1089;4;3;27;31F;3000
1090;4;3;28;40F;2434.78
1091;4;3;29;130F;3521.74
1502;4;3;30;C;NA
1092;4;3;31;UF2015;3347.83
1093;4;3;32;53F;3956.52
1124;4;4;1;22_H;2173.91
1123;4;4;2;106F;2478.26
1122;4;4;3;82F;2217.39
1121;4;4;4;140F;2217.39
1120;4;4;5;124F;1565.22
1119;4;4;6;30_H;2739.13
1118;4;4;7;2F;1695.65
1117;4;4;8;101F;1608.7
1116;4;4;9;UF2015;1652.17
1115;4;4;10;63F;913.04
1114;4;4;11;24F;1695.65
1113;4;4;12;8F;1434.78
1112;4;4;13;FL99;1956.52
1111;4;4;14;33F;2739.13
1110;4;4;15;149F;3304.35
1109;4;4;16;71F;2130.43
1108;4;4;17;29F;3000
1107;4;4;18;135F;1913.04
1106;4;4;19;20_H;2608.7
1105;4;4;20;113F;2173.91
1104;4;4;21;6F;1217.39
1103;4;4;22;70F;1434.78
1102;4;4;23;B_805;2304.35
1101;4;4;24;23F;3043.48
1100;4;4;25;7_H;1782.61
1099;4;4;26;90F;4173.91
1098;4;4;27;140F;2217.39
1097;4;4;28;146F;1000
1096;4;4;29;4F;1565.22
1503;4;4;30;C;NA
1095;4;4;31;35_H;1217.39
1094;4;4;32;38F;1347.83
1125;4;5;1;26_H;3000
1126;4;5;2;87F;2304.35
1127;4;5;3;48F;1826.09
1128;4;5;4;33_H;2260.87
1129;4;5;5;98F;2521.74
1130;4;5;6;B_805;2260.87
1131;4;5;7;34F;1565.22
1132;4;5;8;137F;2739.13
1133;4;5;9;17F;2391.3
1134;4;5;10;28F;2000
1135;4;5;11;85F;1695.65
1136;4;5;12;25_H;1913.04
1137;4;5;13;132F;2130.43
1138;4;5;14;4_H;1782.61
1139;4;5;15;148F;1913.04
1140;4;5;16;21_H;1478.26
1141;4;5;17;UF2015;2434.78
1142;4;5;18;105F;2869.57
1143;4;5;19;59F;1521.74
1144;4;5;20;136F;1869.57
1145;4;5;21;48F;2000
1146;4;5;22;49F;3086.96
1147;4;5;23;55F;2391.3
1148;4;5;24;11F;1652.17
1149;4;5;25;60F;1304.35
1150;4;5;26;16F;2869.57
1151;4;5;27;72F;1913.04
1152;4;5;28;FL99;1869.57
1153;4;5;29;56F;1608.7
1504;4;5;30;C;NA
1154;4;5;31;88F;1086.96
1155;4;5;32;148F;1173.91
1186;4;6;1;7F;2869.57
1185;4;6;2;93F;3130.43
1184;4;6;3;5_H;3260.87
1183;4;6;4;56F;2652.17
1182;4;6;5;54F;2652.17
1181;4;6;6;121F;2478.26
1180;4;6;7;83F;3434.78
1179;4;6;8;35F;2173.91
1178;4;6;9;27_H;2565.22
1177;4;6;10;96F;1869.57
1176;4;6;11;29_H;2260.87
1175;4;6;12;146F;2782.61
1174;4;6;13;24_H;2217.39
1173;4;6;14;B_805;3000
1172;4;6;15;22_H;2260.87
1171;4;6;16;35_H;2130.43
1170;4;6;17;115F;1434.78
1169;4;6;18;14_H;3217.39
1168;4;6;19;17_H;3391.3
1167;4;6;20;13_H;2086.96
1166;4;6;21;36F;913.04
1165;4;6;22;99F;3826.09
1164;4;6;23;87F;3130.43
1163;4;6;24;124F;2565.22
1162;4;6;25;UF2015;2173.91
1161;4;6;26;19_H;3173.91
1160;4;6;27;25_H;3608.7
1159;4;6;28;73F;2695.65
1158;4;6;29;131F;2086.96
1157;4;6;30;47F;3521.74
1505;4;6;31;C;NA
1156;4;6;32;41F;1173.91
1187;4;7;1;44F;2565.22
1188;4;7;2;6_H;2565.22
1189;4;7;3;129F;1434.78
1190;4;7;4;8F;1826.09
1191;4;7;5;16F;2739.13
1192;4;7;6;9_H;1391.3
1193;4;7;7;136F;2260.87
1194;4;7;8;18F;1826.09
1195;4;7;9;69F;2043.48
1196;4;7;10;FL99;2217.39
1197;4;7;11;14F;2217.39
1198;4;7;12;28_H;3347.83
1199;4;7;13;67F;2565.22
1200;4;7;14;122F;1565.22
1201;4;7;15;58F;2000
1202;4;7;16;129F;1782.61
1203;4;7;17;3_H;2565.22
1204;4;7;18;89F;2695.65
1205;4;7;19;8_H;3043.48
1206;4;7;20;43F;3304.35
1207;4;7;21;51F;2565.22
1208;4;7;22;UF2015;2434.78
1209;4;7;23;1_H;3086.96
1210;4;7;24;61F;2347.83
1211;4;7;25;42F;4739.13
1212;4;7;26;63F;1260.87
1213;4;7;27;B_805;2347.83
1214;4;7;28;58F;3478.26
1215;4;7;29;137F;2304.35
1216;4;7;30;103F;3565.22
1506;4;7;31;C;NA
1217;4;7;32;79F;5565.22
1248;4;8;1;5F;2478.26
1247;4;8;2;127F;1956.52
1246;4;8;3;15F;2521.74
1245;4;8;4;31_H;2869.57
1244;4;8;5;65F;1956.52
1243;4;8;6;130F;2304.35
1242;4;8;7;11F;2217.39
1241;4;8;8;B_805;1826.09
1240;4;8;9;13_H;2347.83
1239;4;8;10;15_H;2478.26
1238;4;8;11;20F;2260.87
1237;4;8;12;128F;3000
1236;4;8;13;81F;1565.22
1235;4;8;14;123F;1913.04
1234;4;8;15;UF2015;2739.13
1233;4;8;16;27_H;2434.78
1232;4;8;17;19_H;2086.96
1231;4;8;18;116F;1869.57
1230;4;8;19;FL99;1739.13
1229;4;8;20;34_H;2217.39
1228;4;8;21;17F;4782.61
1227;4;8;22;91F;1956.52
1226;4;8;23;19F;2521.74
1225;4;8;24;32F;2086.96
1224;4;8;25;102F;2000
1223;4;8;26;15_H;2434.78
1222;4;8;27;24F;2565.22
1221;4;8;28;37F;2695.65
1220;4;8;29;21_H;2869.57
1219;4;8;30;32_H;2826.09
1507;4;8;31;C;NA
1218;4;8;32;18F;4391.3
1249;4;9;1;FL99;2130.43
1250;4;9;2;70F;1956.52
1251;4;9;3;95F;1826.09
1252;4;9;4;36_H;2260.87
1253;4;9;5;30F;1086.96
1254;4;9;6;24F;2782.61
1255;4;9;7;47F;1217.39
1256;4;9;8;20_H;2260.87
1257;4;9;9;145F;1869.57
1258;4;9;10;31F;1304.35
1259;4;9;11;16_H;2434.78
1260;4;9;12;23_H;1695.65
1261;4;9;13;76F;2391.3
1262;4;9;14;18_H;956.52
1263;4;9;15;27F;1434.78
1264;4;9;16;75F;1304.35
1265;4;9;17;2F;1086.96
1266;4;9;18;113F;2173.91
1267;4;9;19;83F;2869.57
1268;4;9;20;4F;2000
1269;4;9;21;80F;2347.83
1270;4;9;22;9_H;3086.96
1271;4;9;23;62F;1608.7
1272;4;9;24;134F;3173.91
1273;4;9;25;30_H;3782.61
1274;4;9;26;106F;2217.39
1275;4;9;27;5F;2260.87
1276;4;9;28;16_H;3086.96
1277;4;9;29;B_805;3565.22
1278;4;9;30;127F;2695.65
