Plot;Harvest;Row ;Column ;Family;DMY
1212;6;7;26;63F;130.43
1213;6;7;27;B_805;130.43
1214;6;7;28;58F;391.3
1215;6;7;29;137F;1260.87
1216;6;7;30;103F;1869.57
1506;6;7;31;C;NA
1217;6;7;32;79F;695.65
1248;6;8;1;5F;1217.39
1247;6;8;2;127F;956.52
1246;6;8;3;15F;1608.7
1245;6;8;4;31_H;1043.48
1244;6;8;5;65F;1478.26
1243;6;8;6;130F;2565.22
1242;6;8;7;11F;1000
1241;6;8;8;B_805;826.09
1240;6;8;9;13_H;1304.35
1239;6;8;10;15_H;1608.7
1238;6;8;11;20F;1000
1237;6;8;12;128F;739.13
1236;6;8;13;81F;217.39
1235;6;8;14;123F;1000
1234;6;8;15;UF2015;1347.83
1233;6;8;16;27_H;565.22
1232;6;8;17;19_H;695.65
1231;6;8;18;116F;304.35
1230;6;8;19;FL99;1043.48
1229;6;8;20;34_H;521.74
1228;6;8;21;17F;1304.35
1227;6;8;22;91F;260.87
1226;6;8;23;19F;478.26
1225;6;8;24;32F;695.65
1224;6;8;25;102F;913.04
1223;6;8;26;15_H;826.09
1222;6;8;27;24F;652.17
1221;6;8;28;37F;956.52
1220;6;8;29;21_H;347.83
1219;6;8;30;32_H;347.83
1507;6;8;31;C;NA
1218;6;8;32;18F;1043.48
1249;6;9;1;FL99;1086.96
1250;6;9;2;70F;1304.35
1251;6;9;3;95F;1130.43
1252;6;9;4;36_H;1347.83
1253;6;9;5;30F;739.13
1254;6;9;6;24F;1000
1255;6;9;7;47F;130.43
1256;6;9;8;20_H;1347.83
1257;6;9;9;145F;1086.96
1258;6;9;10;31F;869.57
1259;6;9;11;16_H;1043.48
1260;6;9;12;23_H;1000
1261;6;9;13;76F;1086.96
1262;6;9;14;18_H;130.43
1263;6;9;15;27F;260.87
1264;6;9;16;75F;1000
1265;6;9;17;2F;565.22
1266;6;9;18;113F;1173.91
1267;6;9;19;83F;1391.3
1268;6;9;20;4F;1130.43
1269;6;9;21;80F;1217.39
1270;6;9;22;9_H;1652.17
1271;6;9;23;62F;1521.74
1272;6;9;24;134F;1608.7
1273;6;9;25;30_H;2130.43
1274;6;9;26;106F;739.13
1275;6;9;27;5F;NA
1276;6;9;28;16_H;478.26
1277;6;9;29;B_805;1739.13
1278;6;9;30;127F;NA
1508;6;9;31;C;NA
1279;6;9;32;13F;1956.52
1311;6;10;1;78F;782.61
1310;6;10;2;109F;869.57
1309;6;10;3;21_H;521.74
1308;6;10;4;135F;913.04
1307;6;10;5;B_805;695.65
1306;6;10;6;11_H;217.39
1305;6;10;7;32_H;347.83
1304;6;10;8;35_H;434.78
1303;6;10;9;50F;1000
1302;6;10;10;17_H;1086.96
1301;6;10;11;60F;1913.04
1300;6;10;12;107F;956.52
1299;6;10;13;66F;1521.74
1298;6;10;14;25F;1695.65
1297;6;10;15;99F;1652.17
1296;6;10;16;149F;2826.09
1295;6;10;17;96F;1000
1294;6;10;18;140F;1913.04
1293;6;10;19;126F;347.83
1292;6;10;20;141F;1913.04
1291;6;10;21;33F;2260.87
1290;6;10;22;119F;695.65
1289;6;10;23;133F;913.04
1288;6;10;24;FL99;1043.48
1287;6;10;25;114F;3391.3
1286;6;10;26;UF2015;565.22
1285;6;10;27;121F;2217.39
1284;6;10;28;118F;2217.39
1283;6;10;29;23_H;1869.57
1282;6;10;30;36_H;2869.57
1281;6;10;31;135F;1000
1280;6;10;32;10F;1086.96
1312;6;11;1;6F;260.87
1313;6;11;2;101F;652.17
1314;6;11;3;28F;739.13
1315;6;11;4;37F;565.22
1316;6;11;5;17F;652.17
1317;6;11;6;115F;826.09
1318;6;11;7;32F;1173.91
1319;6;11;8;88F;347.83
1320;6;11;9;105F;521.74
1321;6;11;10;97F;913.04
1322;6;11;11;UF2015;1695.65
1323;6;11;12;42F;1565.22
1324;6;11;13;120F;304.35
1325;6;11;14;1_H;1086.96
1326;6;11;15;40F;1304.35
1327;6;11;16;12_H;2086.96
1328;6;11;17;B_805;2086.96
1329;6;11;18;101F;43.48
1330;6;11;19;137F;1913.04
1331;6;11;20;104F;869.57
1332;6;11;21;78F;695.65
1333;6;11;22;7_H;478.26
1334;6;11;23;26_H;1217.39
1335;6;11;24;123F;913.04
1336;6;11;25;68F;608.7
1337;6;11;26;25F;1913.04
1338;6;11;27;66F;913.04
1339;6;11;28;21F;1217.39
1340;6;11;29;65F;782.61
1341;6;11;30;FL99;NA
1342;6;11;31;125F;NA
1509;6;11;32;C;NA
1373;6;12;1;148F;1217.39
1372;6;12;2;91F;130.43
1371;6;12;3;134F;1347.83
1370;6;12;4;UF2015;1173.91
1369;6;12;5;89F;217.39
1368;6;12;6;18F;260.87
1367;6;12;7;10F;86.96
1366;6;12;8;3F;260.87
1365;6;12;9;131F;826.09
1364;6;12;10;34_H;391.3
1363;6;12;11;8_H;1000
1362;6;12;12;82F;1391.3
1361;6;12;13;147F;130.43
1360;6;12;14;2_H;1000
1359;6;12;15;49F;521.74
1358;6;12;16;FL99;1695.65
1357;6;12;17;133F;1652.17
1356;6;12;18;28_H;1304.35
1355;6;12;19;29_H;1521.74
1354;6;12;20;FL99;1347.83
1353;6;12;21;128F;2130.43
1352;6;12;22;7F;130.43
1351;6;12;23;64F;1869.57
1350;6;12;24;130F;3000
1349;6;12;25;9F;1652.17
1348;6;12;26;105F;2565.22
1347;6;12;27;B_805;4043.48
1346;6;12;28;33_H;1826.09
1345;6;12;29;12_H;869.57
1344;6;12;30;11_H;1086.96
1343;6;12;31;120F;1826.09
1510;6;12;32;C;NA
1374;6;13;1;146F;1086.96
1375;6;13;2;100F;695.65
1376;6;13;3;86F;826.09
1377;6;13;4;14F;565.22
1378;6;13;5;23F;2260.87
1379;6;13;6;59F;478.26
1380;6;13;7;FL99;1217.39
1381;6;13;8;2_H;608.7
1382;6;13;9;19_H;86.96
1383;6;13;10;132F;391.3
1384;6;13;11;4_H;869.57
1385;6;13;12;UF2015;1086.96
1386;6;13;13;13F;2217.39
1387;6;13;14;67F;782.61
1388;6;13;15;84F;1347.83
1389;6;13;16;136F;260.87
1390;6;13;17;98F;826.09
1391;6;13;18;52F;1260.87
1392;6;13;19;26F;1260.87
1393;6;13;20;6_H;565.22
1394;6;13;21;32_H;1391.3
1395;6;13;22;41F;391.3
1396;6;13;23;111F;1521.74
1397;6;13;24;22_H;913.04
1398;6;13;25;20_H;1608.7
1399;6;13;26;81F;1173.91
1400;6;13;27;23F;1782.61
1401;6;13;28;144F;2043.48
1402;6;13;29;B_805;1434.78
1403;6;13;30;87F;1913.04
1404;6;13;31;3_H;1739.13
1511;6;13;32;C;NA
1435;6;14;1;76F;1173.91
1434;6;14;2;20F;565.22
1433;6;14;3;36F;260.87
1432;6;14;4;139F;652.17
1431;6;14;5;33F;739.13
1430;6;14;6;25_H;521.74
1429;6;14;7;116F;304.35
1428;6;14;8;58F;782.61
1427;6;14;9;14_H;565.22
1426;6;14;10;57F;1260.87
1425;6;14;11;3_H;826.09
1424;6;14;12;9_H;2347.83
1423;6;14;13;138F;2043.48
1422;6;14;14;70F;1782.61
1421;6;14;15;16F;782.61
1420;6;14;16;93F;1043.48
1419;6;14;17;13_H;869.57
1418;6;14;18;UF2015;1521.74
1417;6;14;19;11F;608.7
1416;6;14;20;12F;1565.22
1415;6;14;21;27_H;1652.17
1414;6;14;22;24_H;2217.39
1413;6;14;23;126F;2173.91
1412;6;14;24;31_H;2391.3
1411;6;14;25;B_805;2043.48
1410;6;14;26;16_H;1391.3
1409;6;14;27;15F;1956.52
1408;6;14;28;23_H;1869.57
1407;6;14;29;22F;1434.78
1406;6;14;30;28_H;3260.87
1405;6;14;31;FL99;2565.22
1512;6;14;32;C;NA
1001;7;1;1;4F;869.5652174
1002;7;1;2;123F;434.7826087
1003;7;1;3;UF2015;565.2173913
1004;7;1;4;10F;391.3043478
1005;7;1;5;42F;956.5217391
1006;7;1;6;99F;43.47826087
1007;7;1;7;9F;739.1304348
1008;7;1;8;25F;434.7826087
1009;7;1;9;46F;652.173913
1010;7;1;10;6_H;347.826087
1011;7;1;11;66F;260.8695652
1012;7;1;12;113F;43.47826087
1013;7;1;13;110F;86.95652174
1014;7;1;14;145F;43.47826087
1015;7;1;15;32F;NA
1016;7;1;16;B_805;347.826087
1017;7;1;17;4_H;173.9130435
1018;7;1;18;33_H;913.0434783
1019;7;1;19;74F;956.5217391
1020;7;1;20;26_H;652.173913
1021;7;1;21;30F;652.173913
1022;7;1;22;34_H;521.7391304
1023;7;1;23;3F;478.2608696
1024;7;1;24;121F;1000
1025;7;1;25;15_H;913.0434783
1026;7;1;26;112F;652.173913
1027;7;1;27;FL99;608.6956522
1028;7;1;28;83F;565.2173913
1500;7;1;29;C;NA
1029;7;1;30;14_H;1173.913043
1030;7;1;31;84F;478.2608696
1031;7;1;32;20F;260.8695652
1062;7;2;1;21F;869.5652174
1061;7;2;2;120F;173.9130435
1060;7;2;3;125F;434.7826087
1059;7;2;4;64F;1260.869565
1058;7;2;5;17_H;521.7391304
1057;7;2;6;80F;1391.304348
1056;7;2;7;78F;434.7826087
1055;7;2;8;102F;391.3043478
1054;7;2;9;B_805;1608.695652
1053;7;2;10;12_H;391.3043478
1052;7;2;11;114F;347.826087
1051;7;2;12;30_H;1086.956522
1050;7;2;13;22F;260.8695652
1049;7;2;14;97F;347.826087
1048;7;2;15;134F;608.6956522
1047;7;2;16;144F;652.173913
1046;7;2;17;FL99;173.9130435
1045;7;2;18;5F;521.7391304
1044;7;2;19;138F;521.7391304
1043;7;2;20;7F;NA
1042;7;2;21;UF2015;695.6521739
1041;7;2;22;53F;86.95652174
1040;7;2;23;8_H;1130.434783
1039;7;2;24;14F;826.0869565
1038;7;2;25;107F;304.3478261
1037;7;2;26;82F;86.95652174
1036;7;2;27;75F;826.0869565
1035;7;2;28;94F;565.2173913
1501;7;2;29;C;NA
1034;7;2;30;5_H;434.7826087
1033;7;2;31;35F;347.826087
1032;7;2;32;149F;1043.478261
1063;7;3;1;1F;1043.478261
1064;7;3;2;FL99;521.7391304
1065;7;3;3;24_H;1608.695652
1066;7;3;4;72F;782.6086957
1067;7;3;5;92F;869.5652174
1068;7;3;6;141F;NA
1069;7;3;7;60F;521.7391304
1070;7;3;8;117F;956.5217391
1071;7;3;9;49F;173.9130435
1072;7;3;10;1_H;391.3043478
1073;7;3;11;109F;173.9130435
1074;7;3;12;81F;173.9130435
1075;7;3;13;11_H;260.8695652
1076;7;3;14;62F;391.3043478
1077;7;3;15;36_H;565.2173913
1078;7;3;16;44F;173.9130435
1079;7;3;17;31_H;695.6521739
1080;7;3;18;54F;1260.869565
1081;7;3;19;86F;652.173913
1082;7;3;20;15F;2521.73913
1083;7;3;21;98F;521.7391304
1084;7;3;22;108F;695.6521739
1085;7;3;23;76F;913.0434783
1086;7;3;24;18_H;130.4347826
1087;7;3;25;B_805;217.3913043
1088;7;3;26;8F;478.2608696
1089;7;3;27;31F;86.95652174
1090;7;3;28;40F;43.47826087
1091;7;3;29;130F;478.2608696
1502;7;3;30;C;NA
1092;7;3;31;UF2015;1043.478261
1093;7;3;32;53F;782.6086957
1124;7;4;1;22_H;391.3043478
1123;7;4;2;106F;1304.347826
1122;7;4;3;82F;1217.391304
1121;7;4;4;140F;1347.826087
1120;7;4;5;124F;739.1304348
1119;7;4;6;30_H;1478.26087
1118;7;4;7;2F;695.6521739
1117;7;4;8;101F;434.7826087
1116;7;4;9;UF2015;478.2608696
1115;7;4;10;63F;130.4347826
1114;7;4;11;24F;695.6521739
1113;7;4;12;8F;260.8695652
1112;7;4;13;FL99;782.6086957
1111;7;4;14;33F;521.7391304
1110;7;4;15;149F;43.47826087
1109;7;4;16;71F;391.3043478
1108;7;4;17;29F;695.6521739
1107;7;4;18;135F;260.8695652
1106;7;4;19;20_H;478.2608696
1105;7;4;20;113F;478.2608696
1104;7;4;21;6F;86.95652174
1103;7;4;22;70F;260.8695652
1102;7;4;23;B_805;347.826087
1101;7;4;24;23F;739.1304348
1100;7;4;25;7_H;173.9130435
1099;7;4;26;90F;260.8695652
1098;7;4;27;140F;347.826087
1097;7;4;28;146F;130.4347826
1096;7;4;29;4F;130.4347826
1503;7;4;30;C;NA
1095;7;4;31;35_H;130.4347826
1094;7;4;32;38F;217.3913043
1125;7;5;1;26_H;2130.434783
1126;7;5;2;87F;1086.956522
1127;7;5;3;48F;826.0869565
1128;7;5;4;33_H;1434.782609
1129;7;5;5;98F;1130.434783
1130;7;5;6;B_805;913.0434783
1131;7;5;7;34F;260.8695652
1132;7;5;8;137F;956.5217391
1133;7;5;9;17F;869.5652174
1134;7;5;10;28F;652.173913
1135;7;5;11;85F;130.4347826
1136;7;5;12;25_H;86.95652174
1137;7;5;13;132F;347.826087
1138;7;5;14;4_H;608.6956522
1139;7;5;15;148F;43.47826087
1140;7;5;16;21_H;NA
1141;7;5;17;UF2015;695.6521739
1142;7;5;18;105F;739.1304348
1143;7;5;19;59F;43.47826087
1144;7;5;20;136F;43.47826087
1145;7;5;21;48F;173.9130435
1146;7;5;22;49F;130.4347826
1147;7;5;23;55F;565.2173913
1148;7;5;24;11F;NA
1149;7;5;25;60F;130.4347826
1150;7;5;26;16F;956.5217391
1151;7;5;27;72F;130.4347826
1152;7;5;28;FL99;NA
1153;7;5;29;56F;86.95652174
1504;7;5;30;C;NA
1154;7;5;31;88F;NA
1155;7;5;32;148F;NA
1186;7;6;1;7F;1652.173913
1185;7;6;2;93F;1043.478261
1184;7;6;3;5_H;2043.478261
1183;7;6;4;56F;1260.869565
1182;7;6;5;54F;1434.782609
1181;7;6;6;121F;521.7391304
1180;7;6;7;83F;1826.086957
1179;7;6;8;35F;1130.434783
1178;7;6;9;27_H;1347.826087
1177;7;6;10;96F;1043.478261
1176;7;6;11;29_H;869.5652174
1175;7;6;12;146F;608.6956522
1174;7;6;13;24_H;608.6956522
1173;7;6;14;B_805;434.7826087
1172;7;6;15;22_H;173.9130435
1171;7;6;16;35_H;43.47826087
1170;7;6;17;115F;521.7391304
1169;7;6;18;14_H;347.826087
1168;7;6;19;17_H;217.3913043
1167;7;6;20;13_H;1043.478261
1166;7;6;21;36F;86.95652174
1165;7;6;22;99F;304.3478261
1164;7;6;23;87F;391.3043478
1163;7;6;24;124F;217.3913043
1162;7;6;25;UF2015;260.8695652
1161;7;6;26;19_H;86.95652174
1160;7;6;27;25_H;43.47826087
1159;7;6;28;73F;43.47826087
1158;7;6;29;131F;86.95652174
1157;7;6;30;47F;391.3043478
1505;7;6;31;C;NA
1156;7;6;32;41F;173.9130435
1187;7;7;1;44F;1434.782609
1188;7;7;2;6_H;956.5217391
1189;7;7;3;129F;1000
1190;7;7;4;8F;1391.304348
1191;7;7;5;16F;1217.391304
1192;7;7;6;9_H;1173.913043
1193;7;7;7;136F;1217.391304
1194;7;7;8;18F;1217.391304
1195;7;7;9;69F;695.6521739
1196;7;7;10;FL99;1565.217391
1197;7;7;11;14F;1043.478261
1198;7;7;12;28_H;1521.73913
1199;7;7;13;67F;1608.695652
1200;7;7;14;122F;434.7826087
1201;7;7;15;58F;478.2608696
1202;7;7;16;129F;1173.913043
1203;7;7;17;3_H;1086.956522
1204;7;7;18;89F;826.0869565
1205;7;7;19;8_H;782.6086957
1206;7;7;20;43F;913.0434783
1207;7;7;21;51F;826.0869565
1208;7;7;22;UF2015;1086.956522
1209;7;7;23;1_H;347.826087
1210;7;7;24;61F;130.4347826
1211;7;7;25;42F;1913.043478
1212;7;7;26;63F;NA
1213;7;7;27;B_805;NA
1214;7;7;28;58F;217.3913043
1215;7;7;29;137F;739.1304348
1216;7;7;30;103F;1260.869565
1506;7;7;31;C;NA
1217;7;7;32;79F;347.826087
1248;7;8;1;5F;956.5217391
1247;7;8;2;127F;695.6521739
1246;7;8;3;15F;1826.086957
1245;7;8;4;31_H;1043.478261
1244;7;8;5;65F;1130.434783
1243;7;8;6;130F;1130.434783
1242;7;8;7;11F;1043.478261
1241;7;8;8;B_805;1695.652174
1240;7;8;9;13_H;1565.217391
1239;7;8;10;15_H;913.0434783
1238;7;8;11;20F;1521.73913
1237;7;8;12;128F;782.6086957
1236;7;8;13;81F;260.8695652
1235;7;8;14;123F;1130.434783
1234;7;8;15;UF2015;1391.304348
1233;7;8;16;27_H;391.3043478
1232;7;8;17;19_H;347.826087
1231;7;8;18;116F;86.95652174
1230;7;8;19;FL99;956.5217391
1229;7;8;20;34_H;478.2608696
1228;7;8;21;17F;1217.391304
1227;7;8;22;91F;391.3043478
1226;7;8;23;19F;260.8695652
1225;7;8;24;32F;434.7826087
1224;7;8;25;102F;739.1304348
1223;7;8;26;15_H;173.9130435
1222;7;8;27;24F;260.8695652
1221;7;8;28;37F;304.3478261
1220;7;8;29;21_H;173.9130435
1219;7;8;30;32_H;173.9130435
1507;7;8;31;C;NA
1218;7;8;32;18F;869.5652174
1249;7;9;1;FL99;1217.391304
1250;7;9;2;70F;1173.913043
1251;7;9;3;95F;521.7391304
1252;7;9;4;36_H;1086.956522
1253;7;9;5;30F;826.0869565
1254;7;9;6;24F;1000
1255;7;9;7;47F;521.7391304
1256;7;9;8;20_H;1086.956522
1257;7;9;9;145F;695.6521739
1258;7;9;10;31F;391.3043478
1259;7;9;11;16_H;1260.869565
1260;7;9;12;23_H;956.5217391
1261;7;9;13;76F;1260.869565
1262;7;9;14;18_H;173.9130435
1263;7;9;15;27F;173.9130435
1264;7;9;16;75F;913.0434783
1265;7;9;17;2F;391.3043478
1266;7;9;18;113F;739.1304348
1267;7;9;19;83F;652.173913
1268;7;9;20;4F;434.7826087
1269;7;9;21;80F;434.7826087
1270;7;9;22;9_H;1217.391304
1271;7;9;23;62F;1478.26087
1272;7;9;24;134F;826.0869565
1273;7;9;25;30_H;1826.086957
1274;7;9;26;106F;304.3478261
1275;7;9;27;5F;478.2608696
1276;7;9;28;16_H;304.3478261
1277;7;9;29;B_805;521.7391304
1278;7;9;30;127F;260.8695652
1508;7;9;31;C;NA
1279;7;9;32;13F;260.8695652
1311;7;10;1;78F;521.7391304
1310;7;10;2;109F;521.7391304
1309;7;10;3;21_H;434.7826087
1308;7;10;4;135F;478.2608696
1307;7;10;5;B_805;260.8695652
1306;7;10;6;11_H;347.826087
1305;7;10;7;32_H;86.95652174
1304;7;10;8;35_H;652.173913
1303;7;10;9;50F;913.0434783
1302;7;10;10;17_H;1782.608696
1301;7;10;11;60F;1217.391304
1300;7;10;12;107F;347.826087
1299;7;10;13;66F;1434.782609
1298;7;10;14;25F;1086.956522
1297;7;10;15;99F;173.9130435
1296;7;10;16;149F;782.6086957
1295;7;10;17;96F;826.0869565
1294;7;10;18;140F;1260.869565
1293;7;10;19;126F;NA
1292;7;10;20;141F;1478.26087
1291;7;10;21;33F;2000
1290;7;10;22;119F;608.6956522
1289;7;10;23;133F;1478.26087
1288;7;10;24;FL99;1347.826087
1287;7;10;25;114F;2565.217391
1286;7;10;26;UF2015;391.3043478
1285;7;10;27;121F;565.2173913
1284;7;10;28;118F;913.0434783
1283;7;10;29;23_H;391.3043478
1282;7;10;30;36_H;1695.652174
1281;7;10;31;135F;565.2173913
1280;7;10;32;10F;1130.434783
1312;7;11;1;6F;391.3043478
1313;7;11;2;101F;565.2173913
1314;7;11;3;28F;739.1304348
1315;7;11;4;37F;869.5652174
1316;7;11;5;17F;826.0869565
1317;7;11;6;115F;1000
1318;7;11;7;32F;1130.434783
1319;7;11;8;88F;826.0869565
1320;7;11;9;105F;434.7826087
1321;7;11;10;97F;956.5217391
1322;7;11;11;UF2015;782.6086957
1323;7;11;12;42F;1304.347826
1324;7;11;13;120F;347.826087
1325;7;11;14;1_H;956.5217391
1326;7;11;15;40F;652.173913
1327;7;11;16;12_H;1478.26087
1328;7;11;17;B_805;652.173913
1329;7;11;18;101F;NA
1330;7;11;19;137F;1086.956522
1331;7;11;20;104F;1000
1332;7;11;21;78F;391.3043478
1333;7;11;22;7_H;608.6956522
1334;7;11;23;26_H;347.826087
1335;7;11;24;123F;173.9130435
1336;7;11;25;68F;260.8695652
1337;7;11;26;25F;782.6086957
1338;7;11;27;66F;782.6086957
1339;7;11;28;21F;608.6956522
1340;7;11;29;65F;1521.73913
1341;7;11;30;FL99;1173.913043
1342;7;11;31;125F;739.1304348
1509;7;11;32;C;NA
1373;7;12;1;148F;782.6086957
1372;7;12;2;91F;130.4347826
1371;7;12;3;134F;1695.652174
1370;7;12;4;UF2015;739.1304348
1369;7;12;5;89F;434.7826087
1368;7;12;6;18F;130.4347826
1367;7;12;7;10F;43.47826087
1366;7;12;8;3F;260.8695652
1365;7;12;9;131F;217.3913043
1364;7;12;10;34_H;260.8695652
1363;7;12;11;8_H;478.2608696
1362;7;12;12;82F;782.6086957
1361;7;12;13;147F;130.4347826
1360;7;12;14;2_H;260.8695652
1359;7;12;15;49F;739.1304348
1358;7;12;16;FL99;1130.434783
1357;7;12;17;133F;1043.478261
1356;7;12;18;28_H;913.0434783
1355;7;12;19;29_H;1347.826087
1354;7;12;20;FL99;956.5217391
1353;7;12;21;128F;1086.956522
1352;7;12;22;7F;347.826087
1351;7;12;23;64F;652.173913
1350;7;12;24;130F;1086.956522
1349;7;12;25;9F;2434.782609
1348;7;12;26;105F;1000
1347;7;12;27;B_805;1304.347826
1346;7;12;28;33_H;3217.391304
1345;7;12;29;12_H;1000
1344;7;12;30;11_H;217.3913043
1343;7;12;31;120F;695.6521739
1510;7;12;32;C;NA
1374;7;13;1;146F;956.5217391
1375;7;13;2;100F;130.4347826
1376;7;13;3;86F;304.3478261
1377;7;13;4;14F;478.2608696
1378;7;13;5;23F;826.0869565
1379;7;13;6;59F;217.3913043
1380;7;13;7;FL99;739.1304348
1381;7;13;8;2_H;347.826087
1382;7;13;9;19_H;43.47826087
1383;7;13;10;132F;86.95652174
1384;7;13;11;4_H;608.6956522
1385;7;13;12;UF2015;913.0434783
1386;7;13;13;13F;1086.956522
1387;7;13;14;67F;565.2173913
1388;7;13;15;84F;608.6956522
1389;7;13;16;136F;43.47826087
1390;7;13;17;98F;173.9130435
1391;7;13;18;52F;956.5217391
1392;7;13;19;26F;826.0869565
1393;7;13;20;6_H;608.6956522
1394;7;13;21;32_H;956.5217391
1395;7;13;22;41F;217.3913043
1396;7;13;23;111F;869.5652174
1397;7;13;24;22_H;347.826087
1398;7;13;25;20_H;521.7391304
1399;7;13;26;81F;304.3478261
1400;7;13;27;23F;695.6521739
1401;7;13;28;144F;782.6086957
1402;7;13;29;B_805;434.7826087
1403;7;13;30;87F;956.5217391
1404;7;13;31;3_H;695.6521739
1511;7;13;32;C;NA
1435;7;14;1;76F;565.2173913
1434;7;14;2;20F;217.3913043
1433;7;14;3;36F;130.4347826
1432;7;14;4;139F;1086.956522
1431;7;14;5;33F;347.826087
1430;7;14;6;25_H;521.7391304
1429;7;14;7;116F;260.8695652
1428;7;14;8;58F;521.7391304
1427;7;14;9;14_H;260.8695652
1426;7;14;10;57F;1173.913043
1425;7;14;11;3_H;695.6521739
1424;7;14;12;9_H;1347.826087
1423;7;14;13;138F;956.5217391
1422;7;14;14;70F;652.173913
1421;7;14;15;16F;565.2173913
1420;7;14;16;93F;869.5652174
1419;7;14;17;13_H;695.6521739
1418;7;14;18;UF2015;869.5652174
1417;7;14;19;11F;86.95652174
1416;7;14;20;12F;1000
1415;7;14;21;27_H;1086.956522
1414;7;14;22;24_H;869.5652174
1413;7;14;23;126F;1086.956522
1412;7;14;24;31_H;1695.652174
1411;7;14;25;B_805;1173.913043
1410;7;14;26;16_H;478.2608696
1409;7;14;27;15F;1739.130435
1408;7;14;28;23_H;1608.695652
1407;7;14;29;22F;1260.869565
1406;7;14;30;28_H;1826.086957
1405;7;14;31;FL99;2173.913043
1512;7;14;32;C;NA
1001;8;1;1;4F;1608.695652
1002;8;1;2;123F;1086.956522
1003;8;1;3;UF2015;1086.956522
1004;8;1;4;10F;826.0869565
1005;8;1;5;42F;1478.26087
1006;8;1;6;99F;391.3043478
1007;8;1;7;9F;956.5217391
1008;8;1;8;25F;956.5217391
1009;8;1;9;46F;1173.913043
1010;8;1;10;6_H;956.5217391
1011;8;1;11;66F;478.2608696
1012;8;1;12;113F;260.8695652
1013;8;1;13;110F;347.826087
1014;8;1;14;145F;260.8695652
1015;8;1;15;32F;304.3478261
1016;8;1;16;B_805;434.7826087
1017;8;1;17;4_H;391.3043478
1018;8;1;18;33_H;1739.130435
1019;8;1;19;74F;1347.826087
1020;8;1;20;26_H;1434.782609
1021;8;1;21;30F;1173.913043
1022;8;1;22;34_H;1173.913043
1023;8;1;23;3F;1217.391304
1024;8;1;24;121F;1695.652174
1025;8;1;25;15_H;1304.347826
1026;8;1;26;112F;869.5652174
1027;8;1;27;FL99;1173.913043
1028;8;1;28;83F;1000
1500;8;1;29;C;NA
1029;8;1;30;14_H;652.173913
1030;8;1;31;84F;826.0869565
1031;8;1;32;20F;478.2608696
1062;8;2;1;21F;1000
1061;8;2;2;120F;478.2608696
1060;8;2;3;125F;1000
1059;8;2;4;64F;1173.913043
1058;8;2;5;17_H;1130.434783
1057;8;2;6;80F;1565.217391
1056;8;2;7;78F;956.5217391
1055;8;2;8;102F;695.6521739
1054;8;2;9;B_805;2043.478261
1053;8;2;10;12_H;695.6521739
1052;8;2;11;114F;695.6521739
1051;8;2;12;30_H;1130.434783
1050;8;2;13;22F;391.3043478
1049;8;2;14;97F;478.2608696
1048;8;2;15;134F;1260.869565
1047;8;2;16;144F;826.0869565
1046;8;2;17;FL99;347.826087
1045;8;2;18;5F;695.6521739
1044;8;2;19;138F;1217.391304
1043;8;2;20;7F;86.95652174
1042;8;2;21;UF2015;1347.826087
1041;8;2;22;53F;478.2608696
1040;8;2;23;8_H;1434.782609
1039;8;2;24;14F;1347.826087
1038;8;2;25;107F;826.0869565
1037;8;2;26;82F;347.826087
1036;8;2;27;75F;1130.434783
1035;8;2;28;94F;1043.478261
1501;8;2;29;C;NA
1034;8;2;30;5_H;652.173913
1033;8;2;31;35F;739.1304348
1032;8;2;32;149F;1173.913043
1063;8;3;1;1F;1434.782609
1064;8;3;2;FL99;1173.913043
1065;8;3;3;24_H;1956.521739
1066;8;3;4;72F;782.6086957
1067;8;3;5;92F;1086.956522
1068;8;3;6;141F;1043.478261
1069;8;3;7;60F;565.2173913
1070;8;3;8;117F;1434.782609
1071;8;3;9;49F;869.5652174
1072;8;3;10;1_H;565.2173913
1073;8;3;11;109F;608.6956522
1074;8;3;12;81F;434.7826087
1075;8;3;13;11_H;521.7391304
1076;8;3;14;62F;608.6956522
1077;8;3;15;36_H;1000
1078;8;3;16;44F;434.7826087
1079;8;3;17;31_H;1173.913043
1080;8;3;18;54F;1913.043478
1081;8;3;19;86F;913.0434783
1082;8;3;20;15F;2565.217391
1083;8;3;21;98F;608.6956522
1084;8;3;22;108F;1391.304348
1085;8;3;23;76F;1130.434783
1086;8;3;24;18_H;565.2173913
1087;8;3;25;B_805;739.1304348
1088;8;3;26;8F;1217.391304
1089;8;3;27;31F;478.2608696
1090;8;3;28;40F;304.3478261
1091;8;3;29;130F;739.1304348
1502;8;3;30;C;NA
1092;8;3;31;UF2015;1434.782609
1093;8;3;32;53F;1130.434783
1124;8;4;1;22_H;739.1304348
1123;8;4;2;106F;1608.695652
1122;8;4;3;82F;1086.956522
1121;8;4;4;140F;1739.130435
1120;8;4;5;124F;1347.826087
1119;8;4;6;30_H;1565.217391
1118;8;4;7;2F;1173.913043
1117;8;4;8;101F;739.1304348
1116;8;4;9;UF2015;1000
1115;8;4;10;63F;565.2173913
1114;8;4;11;24F;826.0869565
1113;8;4;12;8F;565.2173913
1112;8;4;13;FL99;1347.826087
1111;8;4;14;33F;956.5217391
1110;8;4;15;149F;304.3478261
1109;8;4;16;71F;826.0869565
1108;8;4;17;29F;1260.869565
